,Bid,Ask,Open Int,time to maturity (years),log_moneyness,strike,Mid
4913,0.7,0.85,289,0.07945205479452055,-0.4004434130084336,1830,0.7749999999999999
4917,0.75,0.85,47,0.07945205479452055,-0.394993808240869,1840,0.8
4921,0.75,0.9,754,0.07945205479452055,-0.38957374077152973,1850,0.825
4925,0.75,0.9,106,0.07945205479452055,-0.38418289213665335,1860,0.825
4929,0.8,0.95,37,0.07945205479452055,-0.3788209489952679,1870,0.875
4933,0.8,0.95,560,0.07945205479452055,-0.3761507204393891,1875,0.875
4937,0.8,0.95,250,0.07945205479452055,-0.3734876030199054,1880,0.875
4941,0.85,1.0,453,0.07945205479452055,-0.36818255079021217,1890,0.925
4945,0.85,1.0,764,0.07945205479452055,-0.3629054936893685,1900,0.925
4949,0.9,1.05,553,0.07945205479452055,-0.3576561378032247,1910,0.9750000000000001
4953,0.95,1.1,41,0.07945205479452055,-0.3524341938220731,1920,1.025
4957,0.95,1.1,715,0.07945205479452055,-0.34983341212201574,1925,1.025
4961,0.95,1.1,250,0.07945205479452055,-0.347239376944969,1930,1.025
4965,1.0,1.15,400,0.07945205479452055,-0.3420714067865265,1940,1.075
4969,1.0,1.15,892,0.07945205479452055,-0.3369300072861077,1950,1.075
4973,1.05,1.2,90,0.07945205479452055,-0.3318149066193374,1960,1.125
4977,1.05,1.25,224,0.07945205479452055,-0.32672583711186604,1970,1.15
4981,1.1,1.25,464,0.07945205479452055,-0.32419098150867803,1975,1.175
4985,1.1,1.25,72,0.07945205479452055,-0.3216625351553194,1980,1.175
4989,1.15,1.3,0,0.07945205479452055,-0.31662474112536215,1990,1.225
4993,1.15,1.3,2124,0.07945205479452055,-0.31161219930181794,2000,1.225
4997,1.2,1.35,250,0.07945205479452055,-0.3066246577907788,2010,1.275
5001,1.25,1.4,4,0.07945205479452055,-0.3016618684486499,2020,1.325
5005,1.25,1.4,511,0.07945205479452055,-0.2991896793032607,2025,1.325
5009,1.25,1.45,201,0.07945205479452055,-0.2967235868080672,2030,1.35
5013,1.3,1.5,221,0.07945205479452055,-0.29180957200563823,2040,1.4
5017,1.35,1.5,868,0.07945205479452055,-0.2869195867114464,2050,1.425
5021,1.4,1.55,676,0.07945205479452055,-0.28205339706027355,2060,1.475
5025,1.4,1.55,21,0.07945205479452055,-0.2796291534487671,2065,1.475
5029,1.45,1.6,322,0.07945205479452055,-0.2772107725844855,2070,1.525
5033,1.45,1.6,938,0.07945205479452055,-0.2747982261791016,2075,1.525
5037,1.5,1.65,35,0.07945205479452055,-0.27239148614853664,2080,1.575
5041,1.5,1.65,150,0.07945205479452055,-0.2699905246109984,2085,1.575
5045,1.5,1.7,5,0.07945205479452055,-0.26759531388504354,2090,1.6
5049,1.55,1.7,5,0.07945205479452055,-0.26520582648766217,2095,1.625
5053,1.6,1.75,4151,0.07945205479452055,-0.26282203513238594,2100,1.675
5057,1.6,1.75,105,0.07945205479452055,-0.2604439127274184,2105,1.675
5061,1.6,1.8,60,0.07945205479452055,-0.25807143237378805,2110,1.7000000000000002
5065,1.65,1.8,19,0.07945205479452055,-0.25570456736352193,2115,1.725
5069,1.65,1.85,156,0.07945205479452055,-0.2533432911778422,2120,1.75
5073,1.7,1.85,560,0.07945205479452055,-0.25098757748538303,2125,1.775
5077,1.7,1.85,172,0.07945205479452055,-0.24863740014042945,2130,1.775
5081,1.75,1.9,0,0.07945205479452055,-0.24629273318117537,2135,1.825
5085,1.8,1.95,236,0.07945205479452055,-0.24395355082800316,2140,1.875
5089,1.8,1.95,400,0.07945205479452055,-0.24161982748178287,2145,1.875
5093,1.8,2.0,359,0.07945205479452055,-0.23929153772219178,2150,1.9
5097,1.85,2.0,61,0.07945205479452055,-0.23696865630605213,2155,1.925
5101,1.9,2.05,239,0.07945205479452055,-0.23465115816568966,2160,1.9749999999999999
5105,1.9,2.1,163,0.07945205479452055,-0.23233901840731,2165,2.0
5109,1.95,2.1,211,0.07945205479452055,-0.23003221230939502,2170,2.025
5113,1.95,2.15,433,0.07945205479452055,-0.22773071532111583,2175,2.05
5117,2.0,2.15,416,0.07945205479452055,-0.22543450306076562,2180,2.075
5121,2.05,2.2,2,0.07945205479452055,-0.2231435513142097,2185,2.125
5125,2.1,2.25,432,0.07945205479452055,-0.22085783603335377,2190,2.175
5129,2.1,2.25,490,0.07945205479452055,-0.21857733333462856,2195,2.175
5133,2.15,2.3,758,0.07945205479452055,-0.21630201949749311,2200,2.2249999999999996
5137,2.2,2.35,59,0.07945205479452055,-0.21403187096295387,2205,2.2750000000000004
5141,2.2,2.4,318,0.07945205479452055,-0.21176686433210176,2210,2.3
5145,2.25,2.4,178,0.07945205479452055,-0.20950697636466428,2215,2.325
5149,2.3,2.5,459,0.07945205479452055,-0.2072521839775752,2220,2.4
5153,2.35,2.5,272,0.07945205479452055,-0.20500246424355964,2225,2.425
5157,2.4,2.55,323,0.07945205479452055,-0.20275779438973582,2230,2.4749999999999996
5161,2.4,2.6,260,0.07945205479452055,-0.2005181517962311,2235,2.5
5165,2.45,2.65,282,0.07945205479452055,-0.1982835139948148,2240,2.55
5169,2.5,2.7,148,0.07945205479452055,-0.19605385866754557,2245,2.6
5173,2.55,2.75,1227,0.07945205479452055,-0.19382916364543445,2250,2.65
5177,2.6,2.8,380,0.07945205479452055,-0.19160940690712158,2255,2.7
5181,2.65,2.8,86,0.07945205479452055,-0.18939456657756878,2260,2.7249999999999996
5185,2.7,2.85,34,0.07945205479452055,-0.18718462092676583,2265,2.7750000000000004
5189,2.75,2.95,2058,0.07945205479452055,-0.1849795483684519,2270,2.85
5193,2.8,2.95,219,0.07945205479452055,-0.1827793274588495,2275,2.875
5197,2.8,3.0,152,0.07945205479452055,-0.18058393689541388,2280,2.9
5201,2.9,3.1,57,0.07945205479452055,-0.17839335551559515,2285,3.0
5205,2.95,3.1,489,0.07945205479452055,-0.17620756229561493,2290,3.0250000000000004
5209,3.0,3.2,76,0.07945205479452055,-0.17402653634925477,2295,3.1
5213,3.0,3.3,3853,0.07945205479452055,-0.17185025692665928,2300,3.15
5217,3.1,3.3,134,0.07945205479452055,-0.16967870341315133,2305,3.2
5221,3.1,3.4,77,0.07945205479452055,-0.16751185532806104,2310,3.25
5225,3.2,3.4,376,0.07945205479452055,-0.16534969232356586,2315,3.3
5229,3.3,3.5,2104,0.07945205479452055,-0.1631921941835447,2320,3.4
5233,3.3,3.6,833,0.07945205479452055,-0.16103934082244356,2325,3.45
5237,3.4,3.6,271,0.07945205479452055,-0.15889111228415403,2330,3.5
5241,3.5,3.7,362,0.07945205479452055,-0.1567474887409026,2335,3.6
5245,3.5,3.8,255,0.07945205479452055,-0.15460845049215322,2340,3.65
5249,3.6,3.8,541,0.07945205479452055,-0.1524739779635205,2345,3.7
5253,3.7,3.9,2974,0.07945205479452055,-0.15034405170569562,2350,3.8
5257,3.8,4.0,85,0.07945205479452055,-0.1482186523933822,2355,3.9
5261,3.8,4.1,260,0.07945205479452055,-0.14609776082424458,2360,3.9499999999999997
5265,3.9,4.2,53,0.07945205479452055,-0.1439813579178669,2365,4.05
5269,4.0,4.3,54,0.07945205479452055,-0.1418694247147234,2370,4.15
5273,4.1,4.3,1785,0.07945205479452055,-0.13976194237515874,2375,4.199999999999999
5277,4.2,4.4,303,0.07945205479452055,-0.13765889217837995,2380,4.300000000000001
5281,4.3,4.6,369,0.07945205479452055,-0.13556025552145864,2385,4.449999999999999
5285,4.4,4.7,666,0.07945205479452055,-0.13346601391834392,2390,4.550000000000001
5289,4.5,4.8,146,0.07945205479452055,-0.1313761489988847,2395,4.65
5293,4.6,4.9,2787,0.07945205479452055,-0.12929064250786335,2400,4.75
5297,4.7,5.0,188,0.07945205479452055,-0.1272094763040387,2405,4.85
5301,4.9,5.1,158,0.07945205479452055,-0.1251326323591996,2410,5.0
5305,5.0,5.3,284,0.07945205479452055,-0.12306009275722725,2415,5.15
5309,5.1,5.4,1116,0.07945205479452055,-0.12099183969316826,2420,5.25
5313,5.2,5.5,948,0.07945205479452055,-0.11892785547231668,2425,5.35
5317,5.3,5.6,266,0.07945205479452055,-0.11686812250930614,2430,5.449999999999999
5321,5.5,5.8,782,0.07945205479452055,-0.11481262332721015,2435,5.65
5325,5.6,5.9,2019,0.07945205479452055,-0.11276134055665267,2440,5.75
5329,5.8,6.1,1528,0.07945205479452055,-0.11071425693492785,2445,5.949999999999999
5333,6.0,6.3,3222,0.07945205479452055,-0.10867135530512761,2450,6.15
5337,6.1,6.4,114,0.07945205479452055,-0.10663261861527937,2455,6.25
5341,6.3,6.6,285,0.07945205479452055,-0.10459802991749173,2460,6.449999999999999
5345,6.5,6.8,428,0.07945205479452055,-0.10256757236710977,2465,6.65
5349,6.7,7.0,162,0.07945205479452055,-0.1005412292218774,2470,6.85
5353,6.8,7.1,1536,0.07945205479452055,-0.09851898384110964,2475,6.949999999999999
5357,7.0,7.4,668,0.07945205479452055,-0.09650081968487237,2480,7.2
5361,7.2,7.6,668,0.07945205479452055,-0.09448672031317115,2485,7.4
5365,7.5,7.8,288,0.07945205479452055,-0.09247666938514698,2490,7.65
5369,7.7,8.0,278,0.07945205479452055,-0.09047065065828128,2495,7.85
5373,7.9,8.2,1857,0.07945205479452055,-0.0884686479876081,2500,8.05
5377,8.2,8.5,262,0.07945205479452055,-0.08647064532493508,2505,8.35
5381,8.4,8.8,746,0.07945205479452055,-0.08447662671807071,2510,8.600000000000001
5385,8.7,9.0,216,0.07945205479452055,-0.08248657631006073,2515,8.85
5389,8.9,9.3,318,0.07945205479452055,-0.08050047833843124,2520,9.100000000000001
5393,9.2,9.6,1806,0.07945205479452055,-0.07851831713444006,2525,9.399999999999999
5397,9.5,9.9,397,0.07945205479452055,-0.07654007712233438,2530,9.7
5401,9.8,10.2,333,0.07945205479452055,-0.07456574281861678,2535,10.0
5405,10.1,10.5,789,0.07945205479452055,-0.07259529883131796,2540,10.3
5409,10.5,10.9,417,0.07945205479452055,-0.07062872985927714,2545,10.7
5413,10.8,11.2,1861,0.07945205479452055,-0.06866602069142846,2550,11.0
5417,11.2,11.6,249,0.07945205479452055,-0.0667071562060955,2555,11.399999999999999
5421,11.5,11.9,213,0.07945205479452055,-0.06475212137029207,2560,11.7
5425,11.9,12.3,208,0.07945205479452055,-0.06280090123903036,2565,12.100000000000001
5429,12.3,12.7,238,0.07945205479452055,-0.06085348095463481,2570,12.5
5433,12.8,13.2,1374,0.07945205479452055,-0.0589098457460638,2575,13.0
5437,13.2,13.6,310,0.07945205479452055,-0.05696998092823712,2580,13.399999999999999
5441,13.7,14.1,130,0.07945205479452055,-0.05503387190137076,2585,13.899999999999999
5445,14.2,14.6,870,0.07945205479452055,-0.05310150415031686,2590,14.399999999999999
5449,14.6,15.0,206,0.07945205479452055,-0.05117286324391131,2595,14.8
5453,15.2,15.6,4302,0.07945205479452055,-0.04924793483432682,2600,15.399999999999999
5457,15.7,16.2,219,0.07945205479452055,-0.047326704656432975,2605,15.95
5461,16.3,16.7,240,0.07945205479452055,-0.0454091585271612,2610,16.5
5465,16.8,17.3,135,0.07945205479452055,-0.04349528234487705,2615,17.05
5469,17.5,18.0,576,0.07945205479452055,-0.0415850620887577,2620,17.75
5473,18.1,18.6,1265,0.07945205479452055,-0.039678483818176145,2625,18.35
5477,18.8,19.3,342,0.07945205479452055,-0.03777553367209006,2630,19.05
5481,19.6,20.1,424,0.07945205479452055,-0.035876197868437626,2635,19.85
5485,20.3,20.8,902,0.07945205479452055,-0.03398046270353839,2640,20.55
5489,21.1,21.6,480,0.07945205479452055,-0.03208831455150051,2645,21.35
5493,22.0,22.5,1603,0.07945205479452055,-0.030199739863632405,2650,22.25
5497,22.9,23.4,291,0.07945205479452055,-0.028314725167861116,2655,23.15
5501,23.8,24.3,263,0.07945205479452055,-0.026433257068155483,2660,24.05
5505,24.8,25.3,418,0.07945205479452055,-0.024555322243955353,2665,25.05
5509,25.7,26.3,1446,0.07945205479452055,-0.022680907449605086,2670,26.0
5513,26.8,27.4,312,0.07945205479452055,-0.020809999513793403,2675,27.1
5517,28.0,28.6,638,0.07945205479452055,-0.01894258533899788,2680,28.3
5521,29.1,29.8,447,0.07945205479452055,-0.01707865190093521,2685,29.450000000000003
5525,30.4,31.1,5716,0.07945205479452055,-0.015218186248015509,2690,30.75
5529,31.7,32.4,1244,0.07945205479452055,-0.0133611755008028,2695,32.05
5533,33.1,33.9,1010,0.07945205479452055,-0.011507606851479802,2700,33.5
5537,34.6,35.4,576,0.07945205479452055,-0.009657467563318376,2705,35.0
5541,36.3,37.0,634,0.07945205479452055,-0.007810744970153717,2710,36.65
5545,37.9,38.6,537,0.07945205479452055,-0.005967426475864516,2715,38.25
5549,39.7,40.4,527,0.07945205479452055,-0.004127499553857244,2720,40.05
5553,41.5,42.3,828,0.07945205479452055,-0.0022909517465558244,2725,41.9
5557,43.5,44.3,626,0.07945205479452055,-0.00045777066489488533,2730,43.9
5561,45.5,46.4,183,0.07945205479452055,0.0013720560121813611,2735,45.95
5565,47.6,48.6,265,0.07945205479452055,0.003198540538215551,2740,48.1
5569,49.9,50.9,3390,0.07945205479452055,0.005021695099730731,2745,50.4
5573,52.3,53.4,951,0.07945205479452055,0.006841531816716784,2750,52.849999999999994
5577,54.8,55.9,1139,0.07945205479452055,0.008658062743114531,2755,55.349999999999994
5581,57.5,58.7,1167,0.07945205479452055,0.010471299867295437,2760,58.1
5585,60.3,61.5,346,0.07945205479452055,0.012281255112534788,2765,60.9
5589,63.2,64.4,319,0.07945205479452055,0.01408794033748388,2770,63.800000000000004
5593,66.2,67.6,673,0.07945205479452055,0.01589136733663466,2775,66.9
5597,69.4,70.8,293,0.07945205479452055,0.01769154784078239,2780,70.1
5601,72.7,74.1,448,0.07945205479452055,0.019488493517484117,2785,73.4
5605,76.1,77.5,518,0.07945205479452055,0.021282215971511115,2790,76.8
5609,79.6,81.1,286,0.07945205479452055,0.023072726745299203,2795,80.35
5613,83.3,84.8,1115,0.07945205479452055,0.02486003731939504,2800,84.05
5617,87.0,88.6,278,0.07945205479452055,0.026644159112896304,2805,87.8
5621,90.9,92.4,338,0.07945205479452055,0.028425103483891143,2810,91.65
5625,94.9,96.4,623,0.07945205479452055,0.03020288172989053,2815,95.65
5629,98.9,100.5,349,0.07945205479452055,0.03197750508825891,2820,99.7
5633,103.0,104.7,262,0.07945205479452055,0.033748984736641036,2825,103.85
5637,107.2,108.9,453,0.07945205479452055,0.03551733179338311,2830,108.05000000000001
5641,111.5,113.1,213,0.07945205479452055,0.03728255731795211,2835,112.3
5645,115.3,117.7,230,0.07945205479452055,0.03904467231135147,2840,116.5
5649,119.8,122.3,157,0.07945205479452055,0.04080368771653112,2845,121.05
5653,124.3,126.8,296,0.07945205479452055,0.0425596144187959,2850,125.55
5657,128.9,131.4,159,0.07945205479452055,0.04431246324621036,2855,130.15
5661,133.3,135.8,169,0.07945205479452055,0.04606224496999791,2860,134.55
5665,137.9,140.4,343,0.07945205479452055,0.047808970304939656,2865,139.15
5669,142.4,145.0,151,0.07945205479452055,0.049552649909766586,2870,143.7
5673,147.1,149.7,98,0.07945205479452055,0.05129329438755048,2875,148.39999999999998
5677,151.7,154.4,65,0.07945205479452055,0.05303091428609136,2880,153.05
5681,156.4,159.1,27,0.07945205479452055,0.054765520098299755,2885,157.75
5685,160.9,163.6,15,0.07945205479452055,0.05649712226257753,2890,162.25
5689,166.0,168.7,15,0.07945205479452055,0.058225731163195384,2895,167.35
5693,170.6,173.3,27,0.07945205479452055,0.05995135713066503,2900,171.95
5697,175.4,178.1,21,0.07945205479452055,0.061674010442111314,2905,176.75
5701,180.2,182.9,23,0.07945205479452055,0.06339370132163799,2910,181.55
5705,185.0,187.8,18,0.07945205479452055,0.06511043994069242,2915,186.4
5709,189.8,192.6,45,0.07945205479452055,0.06682423641842718,2920,191.2
5713,191.4,201.5,3,0.07945205479452055,0.06853510082205669,2925,196.45
5717,196.3,206.4,19,0.07945205479452055,0.07024304316721268,2930,201.35000000000002
5721,200.8,211.9,3,0.07945205479452055,0.0719480734182966,2935,206.35000000000002
5725,205.2,216.8,2,0.07945205479452055,0.07365020148882694,2940,211.0
5729,209.7,221.7,8,0.07945205479452055,0.07534943724178679,2945,215.7
5733,215.0,225.9,10,0.07945205479452055,0.0770457904899653,2950,220.45
5737,223.4,231.5,1,0.07945205479452055,0.07873927099629824,2955,227.45
5741,233.2,241.3,0,0.07945205479452055,0.08211765258792564,2965,237.25
5745,238.1,253.3,0,0.07945205479452055,0.0854846591358299,2975,245.7
5749,242.7,258.4,0,0.07945205479452055,0.08716392065554977,2980,250.54999999999998
5753,247.9,264.0,0,0.07945205479452055,0.08884036698280218,2985,255.95
5757,252.8,268.2,0,0.07945205479452055,0.0905140075408319,2990,260.5
5761,257.7,273.1,0,0.07945205479452055,0.09218485170564938,2995,265.4
5765,262.8,278.1,51,0.07945205479452055,0.09385290880634647,3000,270.45000000000005
5769,267.4,283.1,0,0.07945205479452055,0.09551818812540776,3005,275.25
5773,272.1,288.0,0,0.07945205479452055,0.09718069889902109,3010,280.05
5777,277.3,293.7,0,0.07945205479452055,0.09884045031738557,3015,285.5
5781,282.0,297.6,0,0.07945205479452055,0.10049745152501495,3020,289.8
5785,287.2,303.6,0,0.07945205479452055,0.10215171162104154,3025,295.4
5789,291.9,308.6,0,0.07945205479452055,0.1038032396595146,3030,300.25
5793,297.3,313.5,0,0.07945205479452055,0.10545204464969829,3035,305.4
5797,302.7,318.5,0,0.07945205479452055,0.10709813555636712,3040,310.6
5801,307.5,322.7,0,0.07945205479452055,0.1087415213000972,3045,315.1
5805,312.1,327.7,0,0.07945205479452055,0.11038221075755698,3050,319.9
5809,317.3,333.4,0,0.07945205479452055,0.11202021276179545,3055,325.35
5813,321.7,338.4,0,0.07945205479452055,0.11365553610252609,3060,330.04999999999995
5817,327.3,343.3,0,0.07945205479452055,0.11528818952641148,3065,335.3
5821,331.9,347.5,0,0.07945205479452055,0.11691818173734261,3070,339.7
5825,342.3,358.3,0,0.07945205479452055,0.12017021712371988,3080,350.3
5829,351.6,367.5,0,0.07945205479452055,0.12341171104789082,3090,359.55
5833,362.2,377.1,0,0.07945205479452055,0.12664273162933723,3100,369.65
5837,371.5,387.4,0,0.07945205479452055,0.1298633463293796,3110,379.45
5841,382.3,397.8,0,0.07945205479452055,0.13307362195962777,3120,390.05
5845,386.7,402.3,0,0.07945205479452055,0.13467490332660167,3125,394.5
5849,391.4,408.0,0,0.07945205479452055,0.13627362469029858,3130,399.7
5853,401.9,417.2,0,0.07945205479452055,0.13946342005839868,3140,409.54999999999995
5857,411.6,427.2,0,0.07945205479452055,0.14264307297577852,3150,419.4
5861,436.8,452.9,0,0.07945205479452055,0.15054825248289178,3175,444.85
5865,461.5,477.0,0,0.07945205479452055,0.15839142994391764,3200,469.25
5869,511.5,527.7,0,0.07945205479452055,0.17389561647988283,3250,519.6
5873,561.5,577.5,0,0.07945205479452055,0.1891630886106714,3300,569.5
5877,661.0,677.3,0,0.07945205479452055,0.21901605176035246,3400,669.15
5881,760.7,776.4,0,0.07945205479452055,0.24800358863360483,3500,768.55
5885,861.1,876.2,0,0.07945205479452055,0.27617446560030107,3600,868.6500000000001
5887,0.3,0.55,10,0.08767123287671233,-0.5347557506160276,1600,0.42500000000000004
5889,0.0,5.0,0,0.08767123287671233,-0.47413112879959285,1700,2.5
5891,0.55,0.75,2,0.08767123287671233,-0.44514359192634045,1750,0.65
5893,0.65,0.9,4,0.08767123287671233,-0.4169727149596442,1800,0.775
5895,0.75,1.0,0,0.08767123287671233,-0.38957374077152973,1850,0.875
5897,0.9,1.15,8,0.08767123287671233,-0.3629054936893685,1900,1.025
5899,1.05,1.3,0,0.08767123287671233,-0.3369300072861077,1950,1.175
5901,1.2,1.45,192,0.08767123287671233,-0.31161219930181794,2000,1.325
5903,1.4,1.65,97,0.08767123287671233,-0.2869195867114464,2050,1.525
5905,0.0,6.3,0,0.08767123287671233,-0.26282203513238594,2100,3.15
5907,1.75,2.0,15,0.08767123287671233,-0.25098757748538303,2125,1.875
5909,1.9,2.2,6,0.08767123287671233,-0.23929153772219178,2150,2.05
5911,2.05,2.3,0,0.08767123287671233,-0.22773071532111583,2175,2.175
5913,2.2,2.55,41,0.08767123287671233,-0.21630201949749311,2200,2.375
5915,2.4,2.75,10,0.08767123287671233,-0.20500246424355964,2225,2.575
5917,2.7,2.95,0,0.08767123287671233,-0.19382916364543445,2250,2.825
5919,2.95,3.3,5,0.08767123287671233,-0.1827793274588495,2275,3.125
5921,3.2,3.5,1,0.08767123287671233,-0.17185025692665928,2300,3.35
5923,3.5,3.9,6,0.08767123287671233,-0.16103934082244356,2325,3.7
5925,3.9,4.3,1,0.08767123287671233,-0.15034405170569562,2350,4.1
5927,4.2,4.6,0,0.08767123287671233,-0.1418694247147234,2370,4.4
5929,4.3,4.7,3,0.08767123287671233,-0.13976194237515874,2375,4.5
5931,4.4,4.8,2,0.08767123287671233,-0.13765889217837995,2380,4.6
5933,4.6,5.0,2,0.08767123287671233,-0.13346601391834392,2390,4.8
5935,4.9,5.3,1,0.08767123287671233,-0.12929064250786335,2400,5.1
5937,5.1,5.5,1,0.08767123287671233,-0.1251326323591996,2410,5.3
5939,5.4,5.8,9344,0.08767123287671233,-0.12099183969316826,2420,5.6
5941,5.5,5.9,4,0.08767123287671233,-0.11892785547231668,2425,5.7
5943,5.6,6.0,3,0.08767123287671233,-0.11686812250930614,2430,5.8
5945,5.9,6.4,3,0.08767123287671233,-0.11276134055665267,2440,6.15
5947,6.3,6.7,25,0.08767123287671233,-0.10867135530512761,2450,6.5
5949,6.6,7.0,3,0.08767123287671233,-0.10459802991749173,2460,6.8
5951,7.0,7.4,50,0.08767123287671233,-0.1005412292218774,2470,7.2
5953,7.2,7.6,0,0.08767123287671233,-0.09851898384110964,2475,7.4
5955,7.4,7.9,0,0.08767123287671233,-0.09650081968487237,2480,7.65
5957,7.8,8.3,41,0.08767123287671233,-0.09247666938514698,2490,8.05
5959,8.3,8.8,1564,0.08767123287671233,-0.0884686479876081,2500,8.55
5961,8.5,9.0,0,0.08767123287671233,-0.08647064532493508,2505,8.75
5963,8.8,9.3,0,0.08767123287671233,-0.08447662671807071,2510,9.05
5965,9.1,9.6,1,0.08767123287671233,-0.08248657631006073,2515,9.35
5967,9.3,9.8,0,0.08767123287671233,-0.08050047833843124,2520,9.55
5969,9.6,10.1,2,0.08767123287671233,-0.07851831713444006,2525,9.85
5971,9.9,10.4,0,0.08767123287671233,-0.07654007712233438,2530,10.15
5973,10.2,10.8,0,0.08767123287671233,-0.07456574281861678,2535,10.5
5975,10.6,11.1,0,0.08767123287671233,-0.07259529883131796,2540,10.85
5977,10.9,11.4,0,0.08767123287671233,-0.07062872985927714,2545,11.15
5979,11.3,11.8,783,0.08767123287671233,-0.06866602069142846,2550,11.55
5981,11.6,12.2,0,0.08767123287671233,-0.0667071562060955,2555,11.899999999999999
5983,12.0,12.6,10,0.08767123287671233,-0.06475212137029207,2560,12.3
5985,12.4,13.0,1,0.08767123287671233,-0.06280090123903036,2565,12.7
5987,12.8,13.4,0,0.08767123287671233,-0.06085348095463481,2570,13.100000000000001
5989,13.3,13.9,0,0.08767123287671233,-0.0589098457460638,2575,13.600000000000001
5991,13.7,14.3,50,0.08767123287671233,-0.05696998092823712,2580,14.0
5993,14.2,14.8,3,0.08767123287671233,-0.05503387190137076,2585,14.5
5995,14.7,15.3,1,0.08767123287671233,-0.05310150415031686,2590,15.0
5997,15.2,15.8,0,0.08767123287671233,-0.05117286324391131,2595,15.5
5999,15.8,16.4,47,0.08767123287671233,-0.04924793483432682,2600,16.1
6001,16.4,17.0,0,0.08767123287671233,-0.047326704656432975,2605,16.7
6003,16.9,17.6,0,0.08767123287671233,-0.0454091585271612,2610,17.25
6005,17.6,18.2,0,0.08767123287671233,-0.04349528234487705,2615,17.9
6007,18.2,18.8,4,0.08767123287671233,-0.0415850620887577,2620,18.5
6009,18.9,19.5,0,0.08767123287671233,-0.039678483818176145,2625,19.2
6011,19.6,20.2,14,0.08767123287671233,-0.03777553367209006,2630,19.9
6013,20.3,21.0,53,0.08767123287671233,-0.035876197868437626,2635,20.65
6015,21.1,21.8,6,0.08767123287671233,-0.03398046270353839,2640,21.450000000000003
6017,21.9,22.6,25,0.08767123287671233,-0.03208831455150051,2645,22.25
6019,22.8,23.4,16,0.08767123287671233,-0.030199739863632405,2650,23.1
6021,23.7,24.4,14,0.08767123287671233,-0.028314725167861116,2655,24.049999999999997
6023,24.6,25.3,14,0.08767123287671233,-0.026433257068155483,2660,24.950000000000003
6025,25.6,26.4,4,0.08767123287671233,-0.024555322243955353,2665,26.0
6027,26.6,27.4,10,0.08767123287671233,-0.022680907449605086,2670,27.0
6029,27.7,28.5,2,0.08767123287671233,-0.020809999513793403,2675,28.1
6031,28.9,29.6,10,0.08767123287671233,-0.01894258533899788,2680,29.25
6033,30.1,30.8,2,0.08767123287671233,-0.01707865190093521,2685,30.450000000000003
6035,31.3,32.1,2,0.08767123287671233,-0.015218186248015509,2690,31.700000000000003
6037,32.7,33.5,0,0.08767123287671233,-0.0133611755008028,2695,33.1
6039,34.1,34.9,4,0.08767123287671233,-0.011507606851479802,2700,34.5
6041,35.6,36.5,4,0.08767123287671233,-0.009657467563318376,2705,36.05
6043,37.1,38.0,0,0.08767123287671233,-0.007810744970153717,2710,37.55
6045,38.9,39.8,0,0.08767123287671233,-0.005967426475864516,2715,39.349999999999994
6047,40.6,41.5,1,0.08767123287671233,-0.004127499553857244,2720,41.05
6049,42.4,43.4,2,0.08767123287671233,-0.0022909517465558244,2725,42.9
6051,44.4,45.4,6,0.08767123287671233,-0.00045777066489488533,2730,44.9
6053,46.4,47.5,0,0.08767123287671233,0.0013720560121813611,2735,46.95
6055,48.5,49.6,41,0.08767123287671233,0.003198540538215551,2740,49.05
6057,50.8,52.0,0,0.08767123287671233,0.005021695099730731,2745,51.4
6059,53.2,54.4,0,0.08767123287671233,0.006841531816716784,2750,53.8
6061,55.7,56.9,0,0.08767123287671233,0.008658062743114531,2755,56.3
6063,58.4,59.6,37,0.08767123287671233,0.010471299867295437,2760,59.0
6065,61.2,62.4,0,0.08767123287671233,0.012281255112534788,2765,61.8
6067,64.0,65.3,2,0.08767123287671233,0.01408794033748388,2770,64.65
6069,66.9,68.4,0,0.08767123287671233,0.01589136733663466,2775,67.65
6071,70.1,71.6,0,0.08767123287671233,0.01769154784078239,2780,70.85
6073,76.6,78.3,0,0.08767123287671233,0.021282215971511115,2790,77.44999999999999
6075,83.7,85.3,1,0.08767123287671233,0.02486003731939504,2800,84.5
6077,91.1,92.9,0,0.08767123287671233,0.028425103483891143,2810,92.0
6079,99.2,101.1,0,0.08767123287671233,0.03197750508825891,2820,100.15
6081,103.3,105.2,1,0.08767123287671233,0.033748984736641036,2825,104.25
6083,107.4,109.4,0,0.08767123287671233,0.03551733179338311,2830,108.4
6085,124.7,127.1,0,0.08767123287671233,0.0425596144187959,2850,125.9
6087,147.3,149.9,0,0.08767123287671233,0.05129329438755048,2875,148.60000000000002
6089,170.7,173.3,0,0.08767123287671233,0.05995135713066503,2900,172.0
6091,218.4,228.2,0,0.08767123287671233,0.0770457904899653,2950,223.3
6093,262.0,280.9,0,0.08767123287671233,0.09385290880634647,3000,271.45
6095,311.6,330.4,0,0.08767123287671233,0.11038221075755698,3050,321.0
6097,360.9,380.1,0,0.08767123287671233,0.12664273162933723,3100,370.5
6099,0.0,0.5,1,0.09315068493150686,-0.5347557506160276,1600,0.25
6101,0.5,0.75,0,0.09315068493150686,-0.47413112879959285,1700,0.625
6103,0.6,0.85,0,0.09315068493150686,-0.44514359192634045,1750,0.725
6105,0.75,0.95,0,0.09315068493150686,-0.4169727149596442,1800,0.85
